id,latitude,longitude,waste_kg,cluster
147,28.69932220995234,77.08032564251664,13,-1
148,28.718178752301224,77.0892285532609,11,-1
149,28.715318420554336,77.12875376888466,30,-1
150,28.65967442943754,77.06817134180632,18,-1
151,28.71357712246314,77.13164246196642,15,-1
152,28.66554527232769,77.14009457147262,10,-1
153,28.686197193427407,77.12390976306754,19,-1
154,28.67645614300429,77.08839063820818,27,-1
155,28.733429797340367,77.08067701249719,27,-1
156,28.72340720693317,77.12980179486976,29,-1
157,28.694300021073094,77.11709529417487,15,-1
158,28.70531916146549,77.06187676693902,23,-1
159,28.69230569095552,77.08744454052807,27,-1
160,28.746154684504575,77.05783847047289,13,-1
161,28.69147067442605,77.09115906793231,6,-1
162,28.676709129753764,77.09736024131686,6,-1
163,28.69516092990772,77.14256731276262,19,-1
164,28.678172298971653,77.13478419061258,28,-1
165,28.711256501739275,77.07175991032668,7,-1
166,28.695320098831345,77.12104555222363,14,-1
167,28.66376393569825,77.0997678275762,29,-1
168,28.717517089577896,77.07649118064427,7,-1
169,28.670441946781096,77.11776072845129,11,-1
170,28.72514642601889,77.08394496806316,27,-1
171,28.746044512122747,77.0814596227471,26,-1
172,28.68762188861793,77.0840753651471,29,-1
173,28.6756341743234,77.08134521799415,5,-1
174,28.686967894339347,77.13831654376655,6,-1
175,28.675385887473475,77.06972901626446,22,-1
176,28.718827586420748,77.08287036228067,7,-1
177,28.67957990442163,77.14267427461569,6,-1
178,28.693271933678226,77.07130442495978,22,-1
179,28.665997083536137,77.09433917307742,12,-1
180,28.72074662538853,77.11912262620183,19,-1
181,28.67742389045881,77.11810731565849,25,-1
182,28.742804852459034,77.09160577092078,28,-1
183,28.694643610386667,77.09278596637309,14,-1
184,28.72850102554865,77.07901515893283,7,-1
185,28.66653544606504,77.12713823019612,24,-1
186,28.748157775033302,77.08163157826687,6,-1
187,28.70277321334826,77.0845244518938,26,-1
188,28.717295005961493,77.11481676379597,10,-1
189,28.737631541517896,77.08735596648141,9,-1
190,28.705224964055223,77.13055909010275,9,-1
191,28.721975298480576,77.09723433209479,16,-1
192,28.72381475109791,77.11421442380713,16,-1
193,28.681685132680645,77.07051432668213,27,-1
194,28.720920369280996,77.13148302581361,7,-1
195,28.735104975554968,77.10267494297943,14,-1
196,28.74516330998321,77.1102580169192,4,-1
197,28.66261938628251,77.10985340080511,18,-1
198,28.747299652163765,77.114054422918,9,-1
199,28.6607154400815,77.08130694647947,9,-1
200,28.72754508670173,77.12778048344224,20,-1
201,28.67761326475174,77.11750587869821,7,-1
202,28.66443227559817,77.07445051820268,12,-1
203,28.68768343621505,77.13773848667924,21,-1
204,28.746761448375743,77.14223064783884,19,-1
205,28.674167863902184,77.1184684034994,5,-1
206,28.73713457007625,77.10582515732933,11,-1
207,28.6682510339384,77.13692535015302,24,-1
208,28.720478946782944,77.11581615123228,13,-1
209,28.669657761338527,77.08536863376048,11,-1
210,28.679914857559567,77.13000781566446,20,-1
211,28.668767955059185,77.11764067623594,9,-1
212,28.675782090732863,77.07997911477685,19,-1
213,28.66342072683172,77.0798678785452,4,-1
214,28.69388196965836,77.123023354536,17,-1
215,28.67248924381888,77.14031419837256,19,-1
216,28.70023817792513,77.14438327868557,26,-1
217,28.729697969584336,77.09778292915288,6,-1
218,28.68830135945227,77.09650500495913,23,-1
219,28.691785289047367,77.06637440598004,29,-1
220,28.66471339144626,77.1153550488012,9,-1
221,28.667504183581237,77.11537215899538,16,-1
222,28.7399652858676,77.07574592109765,4,-1
223,28.71199217122572,77.10500143974143,22,-1
224,28.740684759338283,77.13117822486588,6,-1
225,28.69622986831017,77.07432093185663,7,-1
226,28.68241139069509,77.11635246221422,11,-1
227,28.737557272814517,77.12189508914717,19,-1
228,28.74063587784365,77.05894454773347,29,-1
229,28.69402687333656,77.0978410248847,14,-1
230,28.68815756288065,77.13124173540365,23,-1
231,28.678061243919448,77.14626341308971,28,-1
232,28.68066362511132,77.05830951270816,30,-1
233,28.665730231594363,77.07777821325676,23,-1
234,28.72046259422276,77.09259668874725,3,-1
235,28.67271203827838,77.12488014372754,6,-1
236,28.696362262033063,77.11479732554777,10,-1
237,28.66311428623738,77.08121087889026,4,-1
238,28.685858143959045,77.11342495467633,18,-1
239,28.724857954734876,77.13364498866878,8,-1
240,28.71677739487528,77.12798819444338,5,-1
241,28.66806085723434,77.10124131500429,10,-1
242,28.712133812379005,77.10140831647442,26,-1
243,28.704807496312853,77.13452846095322,14,-1
244,28.7376199195401,77.10376979062258,28,-1
245,28.697644957699588,77.06371243415359,29,-1
246,28.68380477984702,77.11319976693615,11,-1
247,28.689554297367128,77.10987730397876,8,-1
248,28.69714728109558,77.12377415949041,30,-1
249,28.74740080107589,77.13449305997791,23,-1
250,28.714107571925787,77.13792633916641,15,-1
251,28.69101569489425,77.10599427365821,5,-1
252,28.68782605906309,77.11671392339916,23,-1
253,28.727130872642697,77.09345461278791,24,-1
254,28.70882900200126,77.09501641747265,30,-1
255,28.662971823249343,77.12098484735003,12,-1
256,28.668627761424304,77.08023981449666,27,-1
257,28.72056228372087,77.07178667694455,4,-1
258,28.72907097162059,77.14335597424902,3,-1
259,28.690382849605157,77.07160392318242,19,-1
260,28.679047470178222,77.13374301526724,5,-1
261,28.67661496066353,77.09292114860864,11,-1
262,28.69452167205253,77.07129594245865,8,-1
263,28.69056013615729,77.10801434108954,5,-1
264,28.69922938965169,77.12140053840952,4,-1
265,28.736446488899333,77.09626079448115,8,-1
266,28.73537262489366,77.11547037860755,6,-1
267,28.72239062732681,77.11617267107387,11,-1
268,28.66576809875212,77.08082882036237,22,-1
269,28.74137259334584,77.07363334797985,15,-1
270,28.669892128949467,77.08738173021227,27,-1
271,28.73486231435422,77.1120277994712,14,-1
272,28.66338974739828,77.13975258581311,22,-1
273,28.69743669298321,77.07960166553946,26,-1
274,28.697363407476743,77.09806959130577,4,-1
275,28.660320861317874,77.13399112207377,21,-1
276,28.73454391794868,77.06359841030776,16,-1
277,28.68298290489557,77.12026094904623,30,-1
278,28.74768477015414,77.10592224447677,29,-1
279,28.70536513667397,77.1340374093782,12,-1
280,28.66948519687744,77.0962071134328,16,-1
281,28.67886406459479,77.13066355870481,18,-1
282,28.662866373081894,77.08968425520965,10,-1
283,28.6599079182978,77.14725917594976,27,-1
284,28.66770984838829,77.10178432650824,18,-1
285,28.73510960035661,77.10654307699738,18,-1
286,28.72603154124583,77.07161467664868,30,-1
287,28.7248964894672,77.12270615460572,28,-1
288,28.71456704477953,77.11824278096084,8,-1
289,28.680945280941987,77.12413119590947,24,-1
290,28.71552089576916,77.10528667836707,14,-1
291,28.713104017487037,77.11964026505903,21,-1
292,28.74373149262649,77.13721568176044,22,-1
293,28.737982081435774,77.09227467133154,8,-1
294,28.73732567888896,77.12234077789942,4,-1
295,28.71771643310468,77.08767449064776,25,-1
296,28.727574895398536,77.07449766323116,22,-1
297,28.699039066348632,77.11050534761578,30,-1
298,28.68351130291357,77.14202111377992,21,-1
299,28.72698822905238,77.12134268933966,14,-1
300,28.67531254810513,77.14679631967121,14,-1
