id,latitude,longitude,waste_kg
118,28.704059338512245,77.06082762534732,3
119,28.683066078004074,77.12888295682802,6
120,28.73914863703181,77.11003698513295,8
121,28.72495546114005,77.09936971907157,15
122,28.740371488803277,77.11760189837086,24
123,28.748881713279065,77.08527893796612,28
124,28.746780933488264,77.10627427179034,25
125,28.708996474455418,77.13197473305502,27
126,28.704915536358182,77.08656111134756,30
127,28.69366098484737,77.11218543804597,6
128,28.740928970721345,77.13885044428616,14
129,28.698670722579564,77.06625934292688,29
130,28.689291848127873,77.12337032673516,3
131,28.703847564866003,77.08997226924626,16
132,28.747357076939583,77.10111260283027,23
133,28.717889760229287,77.09997446405262,14
134,28.671291523131195,77.13547653770314,26
135,28.733347847953233,77.13839600218573,16
136,28.743949128053586,77.07344605115803,21
137,28.728353413572616,77.07739474033262,30
138,28.73373210429407,77.07363506615151,17
139,28.688748182615953,77.10223428569213,6
140,28.741649047940808,77.0590586417558,26
141,28.662115401276203,77.13846319767418,23
142,28.743034078507495,77.07637357318535,15
143,28.675287438556953,77.1110514637754,9
144,28.67724730071039,77.0858962656016,6
145,28.74607823502135,77.0695945552943,9
146,28.686010578303225,77.14341960211372,25
147,28.701079084949455,77.11962362964982,21
148,28.713440524101763,77.09023521627002,28
149,28.72615536458066,77.09883998244982,8
150,28.748456277392805,77.11371792154604,25
151,28.705600826850844,77.09378085928245,27
152,28.663099412256432,77.11993529003365,22
153,28.738589586424524,77.09928523126183,21
154,28.679421027983228,77.1265550845565,14
155,28.66105183703724,77.08104744719142,23
156,28.725071433034643,77.09063385818855,28
157,28.74616228424205,77.09694682747237,28
158,28.66420075559954,77.06804087129765,17
159,28.712040210925064,77.07231607405407,29
160,28.730843944784997,77.08440395186385,7
161,28.69507613839455,77.11479132628871,28
162,28.70401420750915,77.07713688192824,10
163,28.669595448408916,77.1310130770475,20
164,28.71995285914866,77.12268247094232,25
165,28.69808308422282,77.06097020800782,18
166,28.679558002974673,77.1326639490663,8
167,28.729594599645118,77.06590500658064,29
168,28.72365476957323,77.13260231005198,25
169,28.684988426662933,77.08720191219311,12
170,28.69916463910242,77.10891739799202,14
171,28.701514194651693,77.08612762538921,13
172,28.71827710872935,77.12796364505499,17
173,28.69585146722082,77.09259725208071,26
174,28.66327793713332,77.09503476818473,25
175,28.6806302779358,77.06335469564083,27
176,28.71518877354759,77.07899503990252,5
177,28.69089438072166,77.14674462251833,7
178,28.676669281783703,77.13878579048456,24
179,28.66540957479458,77.11954012712529,9
180,28.746537847566884,77.06647214529666,25
181,28.712285054307582,77.06181957239947,5
182,28.66379777622844,77.09683928481567,6
183,28.73100121421283,77.06653795967567,3
184,28.691575440454475,77.0775693870158,6
185,28.70720190922022,77.13580793795778,7
186,28.67297568072211,77.07677063946602,27
187,28.712878742430092,77.06533095938715,9
188,28.6997361675768,77.10714221530554,18
189,28.663258608909903,77.10048224307481,5
190,28.721454718257675,77.1147430979944,22
191,28.66688102912102,77.08615213708018,26
192,28.69092035579969,77.08452972181615,28
193,28.69107370118266,77.10985935427917,12
194,28.686550419314205,77.06298942248203,24
195,28.673825415349462,77.11092643434392,3
196,28.693902458104493,77.11325854719784,8
197,28.68444288409994,77.1433246624728,26
198,28.72368101516241,77.13578292021569,28
199,28.668277776769585,77.07786839877423,6
200,28.695410491850804,77.06055046184571,30
201,28.730713650429955,77.06385701551929,3
202,28.733596107518274,77.08294820299894,7
203,28.67458854845989,77.11824833342108,6
204,28.684223009178908,77.13106499193287,29
205,28.731185619604876,77.07766643364106,25
206,28.714003735244965,77.10036037502996,8
207,28.716676867992177,77.09340262230128,24
208,28.699283169800268,77.05996512462461,15
209,28.675331789246236,77.1439237528802,13
210,28.732188222288062,77.05921222647001,11
211,28.667721490316584,77.07074870427049,26
212,28.687181422400197,77.1325654908446,21
213,28.693969712813814,77.08004095125253,11
214,28.699517986166466,77.12814248710083,14
215,28.73847217017262,77.08161468953756,6
216,28.74028109176056,77.10698914537218,18
217,28.688026994679365,77.07896551121685,26
218,28.66555378710745,77.11016100982697,30
219,28.733790809421073,77.1381045751083,18
220,28.69603936088982,77.0662285464999,25
221,28.72474495771391,77.08627437252488,21
222,28.70312713798635,77.06659954865336,16
223,28.691569560883476,77.06930796013717,24
224,28.69190533492492,77.0964369963707,14
225,28.66704028122622,77.06320029229781,11
226,28.715627926342695,77.11226510063698,3
227,28.74112966114449,77.12516210150854,15
228,28.660838930730325,77.13918601253972,30
229,28.669608863549293,77.1448049813078,20
230,28.694255982683895,77.1047747375768,26
231,28.711580445238383,77.10139469756325,3
232,28.736685216962627,77.12607035997686,17
233,28.713974714956123,77.10865465865717,17
234,28.745804644837328,77.14529234618854,14
235,28.712783618226428,77.07842493524075,30
236,28.722114178487754,77.08104997218794,5
237,28.670645111914702,77.11195924695492,30
238,28.700752317424193,77.06260562354109,30
239,28.67385470562155,77.07568542345157,13
240,28.74035366185981,77.10755267394283,27
241,28.748287431723785,77.10238132098476,30
242,28.71998445843589,77.08126830605767,21
243,28.661043632427038,77.11982720859804,7
244,28.728558246151565,77.09461934676982,9
245,28.731777158440337,77.10990801779795,17
246,28.668601122534145,77.14128011447455,17
247,28.70646973623152,77.07632827511907,9
248,28.66862003373147,77.0954249971707,8
249,28.67286732477971,77.11707882324258,12
250,28.707515029928533,77.09444910341034,17
251,28.66526651989561,77.06164344740836,22
252,28.745527363100596,77.07852827286516,23
253,28.66447876232303,77.0804542174965,10
254,28.739106645965816,77.0675243273544,20
255,28.678861297932954,77.11412083259462,22
256,28.736644877111303,77.1082821547409,8
257,28.66156660620899,77.08410899966626,26
258,28.740287200008964,77.12028557181692,27
259,28.66111956943503,77.06952053400123,6
260,28.715425091720743,77.14080903369724,11
261,28.69416350157318,77.13875445153613,17
262,28.680434281832795,77.09016604871812,5
263,28.661025372354135,77.1268660966481,5
264,28.723897192877573,77.13176919924848,20
265,28.664040394855544,77.11906911561748,24
266,28.74398941929767,77.0898207822703,28
267,28.704634382662906,77.13168759896188,15
268,28.676659979832035,77.13697220455266,26
269,28.660820859630643,77.06336591277093,29
270,28.716457246685493,77.0998336199081,20
271,28.734739709264687,77.1082254957743,29
272,28.681209502450614,77.0823164897652,19
273,28.720578305026887,77.13467168083065,14
274,28.700668121464336,77.06368206183734,15
275,28.69053901474708,77.0679412901195,7
276,28.71063026404766,77.12758679279742,21
277,28.715956136134704,77.05930996113571,20
278,28.743873305856543,77.10328960494869,19
279,28.709943918138837,77.08970659331851,27
280,28.680925910687563,77.10450543645385,15
281,28.683812705229574,77.11474038467625,3
282,28.74323272995605,77.05867627413345,27
283,28.735937845104505,77.13996137289328,3
284,28.740324705134334,77.13783172425298,13
285,28.678808644015447,77.0692445787965,5
286,28.711353723736124,77.14419817676466,12
287,28.709760190236167,77.14753117028347,10
288,28.697919167313888,77.14313529585135,25
289,28.740230464228635,77.13133463561181,5
290,28.69858895960251,77.0806024077687,30
291,28.69872432695095,77.10373616651671,16
292,28.733388554656198,77.07657967746037,9
293,28.72435134749945,77.08455027818563,16
294,28.74228652068837,77.11136247147697,19
295,28.714684303625184,77.05839293011951,25
296,28.734070253682653,77.07191282022895,25
297,28.677964715092006,77.08844773090598,14
298,28.742810049513878,77.11869257532052,11
299,28.66995445147386,77.11466599890709,20
300,28.660891600155214,77.1043676493874,28
